time_s,omega_rad_s,theta_rad,theta_deg
0.0,2.111301,1.7453292519943295,100.0
0.01,2.0988627741761423,1.7242784331234489,98.79387692340418
0.02,2.0865290615114027,1.703351473945011,97.59485048443715
0.03,2.0742983774127386,1.6825473367503905,96.40286122677425
0.04,2.0621692648867342,1.6618649985388931,95.21785053679329
0.05,2.0501402938986346,1.6413034507449662,94.03976062794476
0.06,2.0382100607491513,1.6208616989717273,92.8685345254841
0.07,2.0263771874684626,1.600538762730639,91.70411605155628
0.08,2.014640321226855,1.5803336751871626,90.54644981062273
0.09,2.0029981337614804,1.560245482912221,89.39548117522126
0.1,1.9914493208187167,1.54027324563932,88.25115627205017
0.11,1.9799926016116323,1.5204160360271683,87.11342196836726
0.12,1.9686267182920838,1.5006729394276497,85.98222585869576
0.13,1.957350435436994,1.4810430536590042,84.85751625182846
0.14,1.9461625395483524,1.4615254887840774,83.73924215812237
0.15,1.9350618385665277,1.442119366893503,82.62735327707603
0.16,1.9240471613964751,1.422823821893688,81.52179998518186
0.17,1.9131173574464375,1.4036379992994734,80.42253332404663
0.18,1.90227129617876,1.3845610560313475,79.32950498877251
0.19,1.8915078666724565,1.3655921602170915,78.24266731659226
0.2,1.8808259771971556,1.3467304909977436,77.16197327575182
0.21,1.8702245547980945,1.3279752383377672,76.08737645463366
0.22,1.8597025448918234,1.3093256028393176,75.01883105111514
0.23,1.8492589108722979,1.290780795560497,73.95629186215523
0.24,1.8388926337270515,1.2723400378375003,72.89971427360423
0.25,1.8286027116631491,1.2540025611105492,71.84905425023057
0.26,1.8183881597426277,1.2357676067535204,70.80426832595913
0.27,1.80824800952715,1.2176344259071714,69.76531359431587
0.28,1.7981813087315937,1.1996022793158776,68.73214769907352
0.29,1.7881871208863274,1.181670437167788,67.70472882509318
0.3,1.7782645250078997,1.1638381789383168,66.68301568935705
0.31,1.7684126152779232,1.1461047932368877,65.66696753218753
0.32,1.7586305007298924,1.1284695776568487,64.65654410864794
0.33,1.7489173049437245,1.1109318386284806,63.65170568012057
0.34,1.7392721657477954,1.093490891275023,62.65241300605759
0.35000000000000003,1.7296942349282536,1.0761460592716428,61.65862733590046
0.36,1.720182677945413,1.0588966747072743,60.670310401164045
0.37,1.710736673657019,1.041742077949262,59.68742440768114
0.38,1.7013554140481946,1.024681617510736,58.709932028003685
0.39,1.6920381039678813,1.0077146499206557,57.737796393956835
0.4,1.6827839608715918,0.9908405395964583,56.77098108934219
0.41000000000000003,1.6735922145702975,0.9740586587192489,55.80945014278679
0.42,1.664462106985284,0.957368387111471,54.85316802073409
0.43,1.6553928919088066,0.9407691121170005,53.902099620573885
0.44,1.6463838347703856,0.9242602284836046,52.9562102639077
0.45,1.6374342124085934,0.9078411382477096,52.01546568994646
0.46,1.6285433128481726,0.8915112506214258,51.079832049037485
0.47000000000000003,1.6197104350823512,0.8752699818817732,50.14927589631763
0.48,1.610934888860206,0.8591167552620604,49.22376418548972
0.49,1.6022159944789414,0.8430510008453647,48.303264262719395
0.5,1.5935530825809523,0.8270721554600652,47.38774386064964
0.51,1.5849454939555403,0.8111796625773827,46.477171092530234
0.52,1.5763925793451616,0.7953729722108792,45.57151444645949
0.53,1.5678936992560843,0.779651540817873,44.670742779735754
0.54,1.5594482237733391,0.764014831202726,43.77482531331619
0.55,1.55105553237985,0.74846231242196,42.88373162638036
0.56,1.542715013779635,0.7329934596911626,41.99743165099625
