time_s,omega_rad_s,theta_rad,theta_deg
0.0,2.111301,1.7453292519943295,100.0
0.01,2.0988639899670423,1.7242784270444944,98.79387657510576
0.02,2.0865314757846996,1.7033514497157356,97.59484909620191
0.03,2.074301973182461,1.6825472824708998,96.40285811678852
0.04,2.0621740254819323,1.6618649024775778,95.21784503288535
0.05,2.0501462029560806,1.6413033013353877,94.0397520674065
0.06,2.038217102206246,1.6208614848095761,92.8685222548967
0.07,2.026385345556329,1.6005384725707632,91.70409942662
0.08,2.0146495804636295,1.5803332979406635,90.54642819599049
0.09,2.003008478945783,1.5602450076436165,89.3954539443361
0.1,1.9914607370232984,1.5402726615637712,88.2511228069863
0.11,1.9800050741771922,1.5204153325077687,87.11338165967486
0.12,1.9686402328212602,1.5006721059727766,85.98217810524912
0.13,1.9573649777885067,1.4810420799197277,84.85746046067757
0.14,1.9461780958313075,1.4615243645516287,83.73917774434787
0.15,1.935078395134874,1.4421180820967978,82.62727966364729
0.16,1.924064704843602,1.4228223665969055,81.52171660281829
0.17,1.9131358745999187,1.403636363699688,80.42243961108196
0.18,1.902290774095237,1.3845592304562122,79.32940039102208
0.19,1.8915282926326495,1.3655901351225728,78.24255128722322
0.2,1.8808473387010092,1.3467282569659045,77.16184527515614
0.21,1.870246839560047,1.3279727860745991,76.08723595030386
0.22,1.8597257408361971,1.309322923172618,75.01867751752275
0.23,1.8492830061288104,1.2907778794377929,73.95612478063174
0.24,1.838917616626439,1.2723368763240166,72.89953313222475
0.25,1.8286285707329004,1.25399914538722,71.84885854369982
0.26,1.8184148837028304,1.2357639281150412,70.80405755549991
0.27,1.8082755872864351,1.2176304757600949,69.76508726755992
0.28,1.7982097293831896,1.1995980491767468,68.73190532995457
0.29,1.7882163737042038,1.1816659186613099,67.70446993374227
0.3,1.7782945994430173,1.1638333637955738,66.68273980200013
0.31,1.768443500954566,1.146099673293586,65.66667418104498
0.32,1.7586621874421,1.1284641448516026,64.65623283183642
0.33,1.7489497826518061,1.110926085001133,63.65137602155667
0.34,1.7393054245749306,1.0934848089649993,62.65206451536355
0.35000000000000003,1.729728265157177,1.0761396405163388,61.65825956831182
0.36,1.7202174700151789,1.058889911840477,60.66992291743915
0.37,1.7107722181598435,1.041734963399602,59.687016774012484
0.38,1.7013917017263762,1.024674143800171,58.70950381593101
0.39,1.6920751257107922,1.007706809662985,57.73734718028201
0.4,1.6828217077127428,0.9908323254958674,56.770510456045834
0.41000000000000003,1.6736306776844736,0.9740500635688814,55.80895767694645
0.42,1.6645012776857457,0.9573594037920302,54.85265331444411
0.43,1.6554327616445594,0.9407597335953787,53.90156227086688
0.44,1.6464243951235125,0.9242504478115383,52.9556498726775
0.45,1.63747545509165,0.9078309485604625,52.01488186387264
0.46,1.6285852297016439,0.8915006451364961,51.079224399511325
0.47000000000000003,1.6197530180721662,0.875258953897627,50.14864403936952
0.48,1.6109781300753108,0.8591052981568896,49.223107741717996
0.49,1.6022598861289286,0.8430391080758685,48.302582857220536
0.5,1.5935976169937434,0.8270598205602551,47.387037122949806
0.51,1.5849906635751225,0.8111668791574107,46.4764386565181
0.52,1.5764383767293761,0.7953597339558882,45.57075595032039
0.53,1.5679401170744633,0.779637841486869,44.66995786588707
0.54,1.559495254804994,0.7640006646274717,43.77401362834397
0.55,1.551103169511406,0.7484476725058897,42.882892820977105
0.56,1.542763250003213,0.7329783404083167,41.99656537989991
0.5700000000000001,1.534474894136214,0.7175921496876195,41.11500158882061
0.58,1.5262375086435644,0.7022885876737206,40.23817207390748
0.59,1.5180505089706016,0.6870671475856498,39.36604779874978
0.6,1.5099133191133358,0.6719273284452301,38.49860005941235
0.61,1.501825371460507,0.6568686349923608,37.635800479581654
0.62,1.4937861066391163,0.6418905776018627,36.777621005801386
0.63,1.4857949733633442,0.6269926722018504,35.92403390279552
0.64,1.4778514282867687,0.6121744401935998,35.075011748877095
0.65,1.469954935857802,0.5974354083728769,34.23052743144065
0.66,1.4621049681782556,0.5827751088526966,33.39055414253665
0.67,1.4543010048649694,0.5681930789874804,32.555065374526045
0.68,1.4465425329144117,0.5536888612985835,31.724034915813263
0.6900000000000001,1.4388290465701892,0.5392620034011605,30.89743684665594
0.7000000000000001,1.431160047193383,0.5249120579323426,30.0752455350498
0.71,1.4235350431356515,0.5106385824806975,29.257435632686946
0.72,1.415953549615021,0.49644113951694413,28.44398207098617
0.73,1.408415088594305,0.4823192963258975,27.634860057193638
0.74,1.4009191886620858,0.4682726249396155,26.830045070552504
0.75,1.3934653849161904,0.4543007020717241,26.029512858540006
0.76,1.3860532188496097,0.44040310905289515,25.23323943317063
0.77,1.378682238238791,0.42657943176745317,24.44120106736394
0.78,1.3713519970342538,0.41282926059108793,23.65337429137578
0.79,1.364062055253468,0.3991521903296493,22.86973588929146
0.8,1.356811978875943,0.3855478201590023,22.090262895579713
0.81,1.349601339740474,0.3720157535659202,21.314932591706132
0.8200000000000001,1.34242971544449,0.3585555982899954,20.543722502804894
0.8300000000000001,1.3352966892454603,0.34516696626654564,19.776610394407523
0.84,1.328201849964305,0.3318494735704968,19.013574269227625
0.85,1.3211447918907624,0.3186027403612215,18.25459236400036
0.86,1.3141251146906714,0.3054263908283143,17.499643146375604
0.87,1.3071424233151188,0.29232005313828535,16.748705311863706
0.88,1.300196327911409,0.2792833593821527,16.001757780832754
0.89,1.2932864437358176,0.2663159455239166,15.258779695556367
0.9,1.2864123910680796,0.25341745134989707,14.519750417310968
0.91,1.2795737951275787,0.2405875204189188,13.784649523521562
0.92,1.2727702859911973,0.22782580001332492,13.053456804955053
0.93,1.2660014985127823,0.21513194109080502,12.32615226296018
0.9400000000000001,1.2592670722442005,0.2025055982370201,11.602716106753137
0.9500000000000001,1.2525666513579368,0.18994642961900943,10.883128750747973
0.96,1.2458998845712064,0.1774540969393637,10.167370811930919
0.97,1.2392664250715453,0.16502826539114995,9.455423107277761
0.98,1.2326659304438417,0.152668603613573,8.747266651213442
0.99,1.226098062598781,0.1403747836483599,8.042882653113063
1.0,1.219562487702671,0.12814648089685263,7.342252514843484
1.01,1.2130588761086112,0.11598337407779621,6.64535782834476
1.02,1.2065869022889864,0.10388514518580823,5.952180373250614
1.03,1.2001462447692426,0.09185147945051708,5.262702114547238
1.04,1.1937365860629274,0.07988206529635623,4.576905200269672
1.05,1.1873576126079604,0.06797659430300179,3.8947719592350385
1.06,1.1810090147041075,0.05613476116644145,3.216284898811965
1.07,1.1746904864516363,0.044356263660662726,2.5414267027254773
1.08,1.1684017256911199,0.03264080259994895,1.870180228896719
1.09,1.1621424339443698,0.020988081801771502,1.2025285073168355
1.1,1.1559123163564706,0.009397808050267301,0.5384547379543854
1.11,1.1497110816388927,0.0,0.0
1.12,1.1435384420136587,0.0,0.0
