"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.889205533E0,1.374445739E-3,6.261364091E-3,-1.527161949E-4,6.412261973E-3
3.891360637E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
3.893515742E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
3.895670846E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
3.897825950E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
3.899981054E0,-1.069013379E-3,-3.512472380E-3,1.069013379E-3,3.824008555E-3
3.902136158E0,1.374445739E-3,2.596175298E-3,-1.527161949E-4,2.941521631E-3
3.904291262E0,-1.069013379E-3,-1.069013379E-3,-1.374445739E-3,2.043203440E-3
3.906446367E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
3.908601471E0,-1.069013379E-3,2.596175298E-3,-1.527161949E-4,2.811803339E-3
3.910756575E0,1.374445739E-3,1.374445739E-3,1.069013379E-3,2.218330855E-3
3.912911679E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
3.915066783E0,-1.069013379E-3,3.817904973E-3,-1.527161949E-4,3.967683232E-3
3.917221887E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
3.919376992E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
3.921532096E0,-1.069013379E-3,2.596175298E-3,-1.527161949E-4,2.811803339E-3
3.923687252E0,1.374445739E-3,5.039634649E-3,-1.527161949E-4,5.225929651E-3
3.925842356E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
3.927997408E0,-1.069013379E-3,1.374445739E-3,1.069013379E-3,2.043203440E-3
3.930152512E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
3.932307669E0,-1.069013379E-3,-2.290742937E-3,-1.374445739E-3,2.877393595E-3
3.934462721E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
3.936617825E0,-2.290742937E-3,2.596175298E-3,-1.527161949E-4,3.465681985E-3
3.938772981E0,1.374445739E-3,5.039634649E-3,-1.374445739E-3,5.401492347E-3
3.940928033E0,-1.069013379E-3,-4.734201822E-3,-1.527161949E-4,4.855798465E-3
3.943083137E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
3.945238242E0,1.527161949E-4,1.527161949E-4,1.069013379E-3,1.090611790E-3
3.947393346E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
3.949548450E0,-1.069013379E-3,-1.069013379E-3,-1.374445739E-3,2.043203440E-3
3.951703606E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
3.953858710E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
3.956013815E0,1.374445739E-3,2.596175298E-3,1.069013379E-3,3.126022532E-3
3.958168867E0,5.039634649E-3,7.483093534E-3,-1.527161949E-4,9.023188376E-3
3.960324023E0,1.527161949E-4,-2.290742937E-3,1.069013379E-3,2.532511608E-3
3.962479127E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
3.964634231E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
3.966789335E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
3.968944387E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
3.971099544E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
3.973254648E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
3.975409752E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
3.977564856E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
3.979719960E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
3.981875065E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
3.984030169E0,-3.512472380E-3,-5.955931731E-3,1.069013379E-3,6.996668822E-3
3.986185273E0,-3.512472380E-3,-2.290742937E-3,-1.374445739E-3,4.412943067E-3
3.988340377E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
3.990495481E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
3.992650585E0,1.374445739E-3,3.817904973E-3,1.069013379E-3,4.196223192E-3
3.994805690E0,1.527161949E-4,1.527161949E-4,1.069013379E-3,1.090611790E-3
3.996960794E0,1.527161949E-4,-1.069013379E-3,-1.374445739E-3,1.747916740E-3
3.999115898E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
4.001271002E0,-1.069013379E-3,-1.069013379E-3,1.069013379E-3,1.851585486E-3
4.003426106E0,-2.290742937E-3,1.527161949E-4,1.069013379E-3,2.532511608E-3
4.005581210E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.007736315E0,-2.290742937E-3,1.527161949E-4,-1.527161949E-4,2.300901492E-3
4.009891419E0,-2.290742937E-3,1.527161949E-4,-1.527161949E-4,2.300901492E-3
4.012046523E0,1.527161949E-4,3.817904973E-3,-1.527161949E-4,3.824008742E-3
4.014201627E0,-1.069013379E-3,2.596175298E-3,1.069013379E-3,3.004281176E-3
4.016356731E0,-1.069013379E-3,-5.955931731E-3,-1.527161949E-4,6.053035158E-3
4.018511835E0,-1.069013379E-3,3.817904973E-3,-1.527161949E-4,3.967683232E-3
4.020666940E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
4.022822044E0,-1.069013379E-3,-2.290742937E-3,-1.374445739E-3,2.877393595E-3
4.024977148E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.027132252E0,-2.290742937E-3,-4.734201822E-3,2.290742937E-3,5.736521011E-3
4.029287356E0,-1.069013379E-3,1.527161949E-4,1.069013379E-3,1.519506974E-3
4.031442512E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.033597617E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.035752669E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.037907773E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.040062929E0,1.527161949E-4,1.374445739E-3,-1.374445739E-3,1.949749834E-3
4.042217981E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.044373085E0,1.374445739E-3,-1.069013379E-3,-1.374445739E-3,2.218330855E-3
4.046528190E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.048683294E0,1.374445739E-3,3.817904973E-3,-1.527161949E-4,4.060643017E-3
4.050838450E0,-1.069013379E-3,1.527161949E-4,-1.374445739E-3,1.747916740E-3
4.052993502E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.055148606E0,-2.290742937E-3,-1.069013379E-3,1.069013379E-3,2.744646136E-3
4.057303762E0,1.527161949E-4,-2.290742937E-3,1.069013379E-3,2.532511608E-3
4.059458815E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.061613971E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.063769023E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.065924179E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.068079283E0,1.374445739E-3,2.596175298E-3,1.069013379E-3,3.126022532E-3
4.070234387E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.072389492E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.074544596E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
4.076699648E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.078854804E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.081009908E0,1.527161949E-4,1.527161949E-4,-1.374445739E-3,1.391310735E-3
4.083164960E0,1.374445739E-3,6.261364091E-3,-1.374445739E-3,6.556133194E-3
4.085320117E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.087475221E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.089630325E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.091785377E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.093940533E0,-1.069013379E-3,-3.512472380E-3,1.069013379E-3,3.824008555E-3
4.096095637E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.098250742E0,1.527161949E-4,1.527161949E-4,1.069013379E-3,1.090611790E-3
4.100405846E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.102560950E0,2.596175298E-3,3.817904973E-3,-1.374445739E-3,4.817221778E-3
4.104716054E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.106871158E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.109026262E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.111181367E0,1.527161949E-4,3.817904973E-3,-1.374445739E-3,4.060643017E-3
4.113336471E0,1.527161949E-4,-3.512472380E-3,1.069013379E-3,3.674720950E-3
4.115491575E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.117646679E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.119801783E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.121956887E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.124111992E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.126267096E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.128422200E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.130577304E0,-1.069013379E-3,1.527161949E-4,1.069013379E-3,1.519506974E-3
4.132732408E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
4.134887512E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.137042617E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
4.139197721E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
4.141352825E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.143507929E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.145663033E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.147818137E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.149973242E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.152128346E0,1.527161949E-4,-2.290742937E-3,-1.527161949E-4,2.300901492E-3
4.154283450E0,-2.290742937E-3,-1.069013379E-3,-1.374445739E-3,2.877393595E-3
4.156438554E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.158593658E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.160748762E0,1.527161949E-4,7.483093534E-3,-1.527161949E-4,7.486209542E-3
4.162903867E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
4.165058971E0,-1.069013379E-3,-1.069013379E-3,1.069013379E-3,1.851585486E-3
4.167214075E0,1.527161949E-4,-2.290742937E-3,-1.374445739E-3,2.675803904E-3
4.169369231E0,1.527161949E-4,-4.734201822E-3,1.069013379E-3,4.855798465E-3
4.171524283E0,-2.290742937E-3,-2.290742937E-3,-1.527161949E-4,3.243197288E-3
4.173679387E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
4.175834544E0,-2.290742937E-3,-2.290742937E-3,-1.527161949E-4,3.243197288E-3
4.177989648E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.180144700E0,1.374445739E-3,-3.512472380E-3,-1.527161949E-4,3.774902058E-3
4.182299804E0,1.527161949E-4,1.527161949E-4,-1.374445739E-3,1.391310735E-3
4.184454960E0,1.527161949E-4,-1.069013379E-3,-1.374445739E-3,1.747916740E-3
4.186610065E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.188765117E0,-1.069013379E-3,-2.290742937E-3,-1.374445739E-3,2.877393595E-3
4.190920273E0,1.527161949E-4,1.527161949E-4,1.069013379E-3,1.090611790E-3
4.193075377E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.195230429E0,-2.290742937E-3,1.374445739E-3,-1.527161949E-4,2.675803904E-3
4.197385585E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.199540637E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.201695794E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.203850898E0,1.374445739E-3,3.817904973E-3,-1.527161949E-4,4.060643017E-3
4.206006002E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.208161106E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.210316210E0,2.596175298E-3,1.374445739E-3,-1.527161949E-4,2.941521631E-3
4.212471262E0,1.527161949E-4,-2.290742937E-3,-1.527161949E-4,2.300901492E-3
4.214626419E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.216781523E0,2.596175298E-3,3.817904973E-3,-1.527161949E-4,4.619507203E-3
4.218936627E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.221091731E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.223246835E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.225401940E0,-1.069013379E-3,3.817904973E-3,1.069013379E-3,4.106333838E-3
4.227557044E0,1.527161949E-4,3.817904973E-3,-1.374445739E-3,4.060643017E-3
4.229712148E0,1.374445739E-3,2.596175298E-3,-1.527161949E-4,2.941521631E-3
4.231867252E0,2.596175298E-3,1.527161949E-4,-1.374445739E-3,2.941521631E-3
4.234022356E0,-1.069013379E-3,-3.512472380E-3,-1.527161949E-4,3.674720950E-3
4.236177460E0,-1.069013379E-3,-3.512472380E-3,-1.527161949E-4,3.674720950E-3
4.238332565E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.240487669E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.242642773E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.244797877E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.246952981E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.249108085E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.251263190E0,-3.512472380E-3,-4.734201822E-3,-1.527161949E-4,5.896901843E-3
4.253418294E0,1.374445739E-3,1.527161949E-4,1.069013379E-3,1.747916740E-3
4.255573398E0,1.374445739E-3,1.527161949E-4,1.069013379E-3,1.747916740E-3
4.257728502E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.259883606E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.262038710E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.264193815E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.266348919E0,-1.069013379E-3,-4.734201822E-3,-1.527161949E-4,4.855798465E-3
4.268504023E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.270659127E0,1.374445739E-3,3.817904973E-3,1.069013379E-3,4.196223192E-3
4.272814231E0,1.374445739E-3,3.817904973E-3,1.069013379E-3,4.196223192E-3
4.274969335E0,-1.069013379E-3,-3.512472380E-3,-1.527161949E-4,3.674720950E-3
4.277124440E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.279279544E0,1.527161949E-4,1.374445739E-3,-1.374445739E-3,1.949749834E-3
4.281434700E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.283589752E0,-1.069013379E-3,-4.734201822E-3,-1.527161949E-4,4.855798465E-3
4.285744908E0,1.527161949E-4,1.374445739E-3,-1.374445739E-3,1.949749834E-3
4.287899960E0,1.527161949E-4,3.817904973E-3,-1.527161949E-4,3.824008742E-3
4.290055065E0,1.527161949E-4,-1.069013379E-3,-1.374445739E-3,1.747916740E-3
4.292210169E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.294365325E0,2.596175298E-3,2.596175298E-3,1.069013379E-3,3.824008625E-3
4.296520377E0,2.596175298E-3,2.596175298E-3,-1.527161949E-4,3.674721022E-3
4.298675533E0,-1.069013379E-3,1.374445739E-3,1.069013379E-3,2.043203440E-3
4.300830585E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.302985690E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.305140794E0,-1.069013379E-3,-2.290742937E-3,-1.374445739E-3,2.877393595E-3
4.307295950E0,-2.290742937E-3,-2.290742937E-3,-1.527161949E-4,3.243197288E-3
4.309451054E0,-1.069013379E-3,2.596175298E-3,-1.527161949E-4,2.811803339E-3
4.311606106E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.313761262E0,-1.069013379E-3,-1.069013379E-3,-1.374445739E-3,2.043203440E-3
4.315916367E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.318071471E0,-1.069013379E-3,-1.069013379E-3,1.069013379E-3,1.851585486E-3
4.320226575E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.322381679E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.324536783E0,1.527161949E-4,-2.290742937E-3,-1.527161949E-4,2.300901492E-3
4.326691887E0,1.527161949E-4,-2.290742937E-3,-1.527161949E-4,2.300901492E-3
4.328846992E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.331002096E0,-1.069013379E-3,-2.290742937E-3,-1.527161949E-4,2.532511608E-3
4.333157200E0,1.374445739E-3,2.596175298E-3,-1.527161949E-4,2.941521631E-3
4.335312304E0,1.527161949E-4,-1.069013379E-3,-1.374445739E-3,1.747916740E-3
4.337467408E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.339622512E0,-2.290742937E-3,1.374445739E-3,-1.527161949E-4,2.675803904E-3
4.341777617E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.343932721E0,-2.290742937E-3,1.374445739E-3,-1.527161949E-4,2.675803904E-3
4.346087825E0,-1.069013379E-3,1.527161949E-4,1.069013379E-3,1.519506974E-3
4.348242929E0,-1.069013379E-3,-3.512472380E-3,-1.374445739E-3,3.920376629E-3
4.350398033E0,-1.069013379E-3,-3.512472380E-3,1.069013379E-3,3.824008555E-3
4.352553137E0,1.374445739E-3,2.596175298E-3,1.069013379E-3,3.126022532E-3
4.354708242E0,1.527161949E-4,-2.290742937E-3,-1.374445739E-3,2.675803904E-3
4.356863346E0,-3.512472380E-3,-2.290742937E-3,-1.527161949E-4,4.196223023E-3
4.359018450E0,-1.069013379E-3,2.596175298E-3,-1.527161949E-4,2.811803339E-3
4.361173554E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.363328658E0,-2.290742937E-3,-3.512472380E-3,1.069013379E-3,4.327557629E-3
4.365483762E0,2.596175298E-3,3.817904973E-3,-1.527161949E-4,4.619507203E-3
4.367638867E0,2.596175298E-3,1.527161949E-4,-1.527161949E-4,2.605143115E-3
4.369793971E0,1.527161949E-4,-3.512472380E-3,1.069013379E-3,3.674720950E-3
4.371949075E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
4.374104231E0,-1.069013379E-3,1.527161949E-4,-1.374445739E-3,1.747916740E-3
4.376259283E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.378414387E0,1.374445739E-3,-2.290742937E-3,-1.527161949E-4,2.675803904E-3
4.380569492E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.382724596E0,-2.290742937E-3,-3.512472380E-3,-1.527161949E-4,4.196223023E-3
4.384879752E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.387034804E0,-2.290742937E-3,-3.512472380E-3,-1.374445739E-3,4.412943067E-3
4.389189908E0,1.527161949E-4,1.374445739E-3,-1.374445739E-3,1.949749834E-3
4.391345012E0,1.527161949E-4,5.039634649E-3,1.069013379E-3,5.154030387E-3
4.393500169E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.395655221E0,-1.069013379E-3,-2.290742937E-3,-1.374445739E-3,2.877393595E-3
4.397810377E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.399965429E0,1.374445739E-3,3.817904973E-3,-1.527161949E-4,4.060643017E-3
4.402120533E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.404275637E0,1.527161949E-4,-3.512472380E-3,-1.527161949E-4,3.519105951E-3
4.406430742E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.408585846E0,1.527161949E-4,-1.069013379E-3,-1.527161949E-4,1.090611790E-3
4.410740950E0,-1.069013379E-3,1.527161949E-4,1.069013379E-3,1.519506974E-3
4.412896106E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.415051210E0,-2.290742937E-3,-2.290742937E-3,2.290742937E-3,3.967683155E-3
4.417206315E0,1.374445739E-3,-1.069013379E-3,2.290742937E-3,2.877393595E-3
4.419361367E0,1.374445739E-3,1.527161949E-4,1.069013379E-3,1.747916740E-3
4.421516523E0,-1.069013379E-3,-3.512472380E-3,-1.374445739E-3,3.920376629E-3
4.423671575E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.425826679E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.427981835E0,-3.512472380E-3,-1.069013379E-3,-1.527161949E-4,3.674720950E-3
4.430136887E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
4.432292044E0,1.374445739E-3,1.374445739E-3,1.069013379E-3,2.218330855E-3
4.434447148E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
4.436602252E0,1.527161949E-4,2.596175298E-3,-1.527161949E-4,2.605143115E-3
4.438757304E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.440912460E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.443067512E0,-1.069013379E-3,2.596175298E-3,-1.527161949E-4,2.811803339E-3
4.445222669E0,-2.290742937E-3,-1.069013379E-3,-1.527161949E-4,2.532511608E-3
4.447377721E0,1.374445739E-3,-3.512472380E-3,-1.527161949E-4,3.774902058E-3
4.449532877E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.451687981E0,-2.290742937E-3,1.527161949E-4,-1.527161949E-4,2.300901492E-3
4.453843085E0,-1.069013379E-3,1.374445739E-3,-1.527161949E-4,1.747916740E-3
4.455998190E0,-1.069013379E-3,-1.069013379E-3,-1.527161949E-4,1.519506974E-3
4.458153294E0,-1.069013379E-3,-2.290742937E-3,1.069013379E-3,2.744646136E-3
4.460308398E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.462463502E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.464618606E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.466773710E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.468928815E0,-2.290742937E-3,1.527161949E-4,-1.527161949E-4,2.300901492E-3
4.471083919E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.473238971E0,1.374445739E-3,1.374445739E-3,-1.527161949E-4,1.949749834E-3
4.475394127E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.477549231E0,1.527161949E-4,1.374445739E-3,-1.527161949E-4,1.391310735E-3
4.479704335E0,-1.069013379E-3,-3.512472380E-3,-1.527161949E-4,3.674720950E-3
4.481859440E0,1.527161949E-4,-2.290742937E-3,-1.374445739E-3,2.675803904E-3
4.484014544E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.486169648E0,-1.069013379E-3,1.374445739E-3,1.069013379E-3,2.043203440E-3
4.488324752E0,1.374445739E-3,-1.069013379E-3,-1.527161949E-4,1.747916740E-3
4.490479856E0,-3.512472380E-3,-1.069013379E-3,1.069013379E-3,3.824008555E-3
4.492634960E0,1.527161949E-4,2.596175298E-3,1.069013379E-3,2.811803339E-3
4.494790065E0,1.374445739E-3,3.817904973E-3,-1.527161949E-4,4.060643017E-3
4.496945169E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
4.499100273E0,1.374445739E-3,3.817904973E-3,-1.527161949E-4,4.060643017E-3
4.501255377E0,2.596175298E-3,1.527161949E-4,2.290742937E-3,3.465681985E-3
4.503410481E0,2.596175298E-3,3.817904973E-3,1.069013379E-3,4.739125886E-3
4.505565585E0,2.596175298E-3,1.374445739E-3,-1.527161949E-4,2.941521631E-3
4.507720690E0,1.527161949E-4,-1.069013379E-3,1.069013379E-3,1.519506974E-3
4.509875794E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.512030898E0,1.527161949E-4,1.527161949E-4,2.290742937E-3,2.300901492E-3
4.514186002E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
4.516341106E0,1.527161949E-4,2.596175298E-3,1.069013379E-3,2.811803339E-3
4.518496210E0,1.374445739E-3,1.527161949E-4,-1.527161949E-4,1.391310735E-3
4.520651315E0,-2.290742937E-3,1.374445739E-3,1.069013379E-3,2.877393595E-3
4.522806419E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.524961523E0,1.527161949E-4,3.817904973E-3,1.069013379E-3,3.967683232E-3
4.527116627E0,-1.069013379E-3,1.527161949E-4,-1.527161949E-4,1.090611790E-3
4.529271731E0,1.527161949E-4,-2.290742937E-3,1.069013379E-3,2.532511608E-3
4.531426835E0,-1.069013379E-3,1.374445739E-3,1.069013379E-3,2.043203440E-3
4.533581940E0,1.527161949E-4,1.527161949E-4,1.069013379E-3,1.090611790E-3
4.535737044E0,1.527161949E-4,1.374445739E-3,1.069013379E-3,1.747916740E-3
4.537892148E0,1.527161949E-4,-3.512472380E-3,1.069013379E-3,3.674720950E-3
4.540047304E0,-2.290742937E-3,-3.512472380E-3,-1.527161949E-4,4.196223023E-3
4.542202356E0,1.374445739E-3,1.374445739E-3,-1.374445739E-3,2.380609853E-3
4.544357512E0,1.527161949E-4,1.527161949E-4,-1.527161949E-4,2.645122086E-4
