"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.030462823E0,1.527161949E-4,1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.032618084E0,1.527161949E-4,3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.034773292E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.036928605E0,1.527161949E-4,-1.832594397E-3,6.108647794E-4,1.937751335E-3
4.039083813E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.041239125E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.043394386E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.045549646E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.047704855E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.049860167E0,1.527161949E-4,1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.052015427E0,1.527161949E-4,3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.054170688E0,-1.069013379E-3,-1.832594397E-3,1.832594397E-3,2.803496754E-3
4.056325896E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.058481209E0,-1.069013379E-3,3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.060636417E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.062791730E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.064946938E0,-2.290742937E-3,6.108647794E-4,-6.108647794E-4,2.448226861E-3
4.067102250E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.069257511E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.071412771E0,-1.069013379E-3,1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.073567980E0,-1.069013379E-3,6.108647794E-4,-1.832594397E-3,2.207792473E-3
4.075723292E0,1.527161949E-4,1.832594397E-3,-1.832594397E-3,2.596175395E-3
4.077878552E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.080033813E0,2.596175298E-3,3.054323839E-3,-6.108647794E-4,4.054895322E-3
4.082189073E0,1.374445739E-3,3.054323839E-3,6.108647794E-4,3.404577945E-3
4.084344334E0,-1.069013379E-3,-3.054323839E-3,6.108647794E-4,3.293150391E-3
4.086499542E0,-1.069013379E-3,1.832594397E-3,-1.832594397E-3,2.803496754E-3
4.088654802E0,1.527161949E-4,5.497782957E-3,-6.108647794E-4,5.533723471E-3
4.090810063E0,1.374445739E-3,4.276053514E-3,-6.108647794E-4,4.532867804E-3
4.092965323E0,1.374445739E-3,3.054323839E-3,-6.108647794E-4,3.404577945E-3
4.095120584E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.097275844E0,-2.290742937E-3,3.054323839E-3,-6.108647794E-4,3.866465194E-3
4.099431105E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.101586365E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.103741625E0,1.527161949E-4,-5.497782957E-3,-6.108647794E-4,5.533723471E-3
4.105896886E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.108052198E0,-2.290742937E-3,-1.832594397E-3,-6.108647794E-4,2.996508169E-3
4.110207407E0,1.527161949E-4,-1.832594397E-3,-1.832594397E-3,2.596175395E-3
4.112362667E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.114517927E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.116673188E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.118828448E0,-1.069013379E-3,1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.120983709E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.123138969E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.125294230E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.127449490E0,1.374445739E-3,-1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.129604750E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.131760011E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.133915271E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.136070532E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.138225792E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.140381052E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.142536313E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.144691573E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.146846834E0,1.527161949E-4,-1.832594397E-3,-1.832594397E-3,2.596175395E-3
4.149002094E0,1.527161949E-4,-1.832594397E-3,6.108647794E-4,1.937751335E-3
4.151157355E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.153312615E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.155467875E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.157623136E0,2.596175298E-3,-6.108647794E-4,-6.108647794E-4,2.736135548E-3
4.159778396E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.161933657E0,1.374445739E-3,3.054323839E-3,-6.108647794E-4,3.404577945E-3
4.164088917E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.166244177E0,1.374445739E-3,-6.108647794E-4,6.108647794E-4,1.623395407E-3
4.168399438E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.170554698E0,1.527161949E-4,3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.172709959E0,-1.069013379E-3,1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.174865219E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.177020480E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.179175688E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.181331000E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.183486261E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.185641521E0,-2.290742937E-3,-6.108647794E-4,-6.108647794E-4,2.448226861E-3
4.187796730E0,-2.290742937E-3,-6.108647794E-4,6.108647794E-4,2.448226861E-3
4.189951990E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.192107302E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.194262511E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.196417771E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.198573084E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.200728292E0,1.374445739E-3,1.832594397E-3,6.108647794E-4,2.370792925E-3
4.202883605E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.205038813E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.207194073E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.209349334E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.211504594E0,-1.069013379E-3,-5.497782957E-3,-6.108647794E-4,5.633965107E-3
4.213659855E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.215815115E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.217970375E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.220125636E0,-2.290742937E-3,-1.832594397E-3,6.108647794E-4,2.996508169E-3
4.222280948E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.224436157E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.226591417E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.228746677E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.230901938E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.233057198E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.235212459E0,1.374445739E-3,3.054323839E-3,-6.108647794E-4,3.404577945E-3
4.237367719E0,1.374445739E-3,3.054323839E-3,6.108647794E-4,3.404577945E-3
4.239522980E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.241678240E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.243833500E0,-3.512472380E-3,-3.054323839E-3,-6.108647794E-4,4.694625876E-3
4.245988761E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.248144021E0,2.596175298E-3,1.832594397E-3,-6.108647794E-4,3.235998174E-3
4.250299282E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.252454542E0,-2.290742937E-3,-4.276053514E-3,-6.108647794E-4,4.889303902E-3
4.254609802E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.256765063E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.258920323E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.261075584E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.263230844E0,1.527161949E-4,-6.108647794E-4,1.832594397E-3,1.937751335E-3
4.265386105E0,1.527161949E-4,-1.832594397E-3,1.832594397E-3,2.596175395E-3
4.267541365E0,-1.069013379E-3,-4.276053514E-3,6.108647794E-4,4.449784157E-3
4.269696625E0,-1.069013379E-3,-5.497782957E-3,6.108647794E-4,5.633965107E-3
4.271851886E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.274007146E0,-1.069013379E-3,1.832594397E-3,-1.832594397E-3,2.803496754E-3
4.276162407E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.278317667E0,-1.069013379E-3,-4.276053514E-3,-6.108647794E-4,4.449784157E-3
4.280472927E0,1.374445739E-3,-4.276053514E-3,-6.108647794E-4,4.532867804E-3
4.282628188E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.284783396E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.286938709E0,1.374445739E-3,1.832594397E-3,-1.832594397E-3,2.933582372E-3
4.289093917E0,1.527161949E-4,1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.291249177E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.293404490E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.295559750E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.297715011E0,1.374445739E-3,-6.108647794E-4,6.108647794E-4,1.623395407E-3
4.299870271E0,2.596175298E-3,-1.832594397E-3,-6.108647794E-4,3.235998174E-3
4.302025480E0,2.596175298E-3,4.276053514E-3,-6.108647794E-4,5.039634472E-3
4.304180740E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.306336000E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.308491261E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.310646521E0,1.374445739E-3,4.276053514E-3,6.108647794E-4,4.532867804E-3
4.312801782E0,-1.069013379E-3,-3.054323839E-3,6.108647794E-4,3.293150391E-3
4.314957042E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.317112302E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.319267563E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.321422823E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.323578084E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.325733344E0,1.374445739E-3,-1.832594397E-3,6.108647794E-4,2.370792925E-3
4.327888605E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.330043865E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.332199125E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.334354386E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.336509646E0,1.527161949E-4,-4.276053514E-3,6.108647794E-4,4.322165160E-3
4.338664907E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.340820167E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.342975427E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.345130688E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.347285948E0,-2.290742937E-3,-3.054323839E-3,-6.108647794E-4,3.866465194E-3
4.349441209E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.351596469E0,1.527161949E-4,-6.719512399E-3,6.108647794E-4,6.748949911E-3
4.353751730E0,2.596175298E-3,1.832594397E-3,6.108647794E-4,3.235998174E-3
4.355906990E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.358062250E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.360217511E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.362372719E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.364528032E0,-2.290742937E-3,-3.054323839E-3,-6.108647794E-4,3.866465194E-3
4.366683292E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.368838500E0,1.527161949E-4,-6.719512399E-3,-6.108647794E-4,6.748949911E-3
4.370993761E0,1.527161949E-4,-5.497782957E-3,1.832594397E-3,5.797183963E-3
4.373149021E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.375304282E0,1.527161949E-4,-1.832594397E-3,-1.832594397E-3,2.596175395E-3
4.377459542E0,-1.069013379E-3,6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.379614802E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.381770115E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.383925323E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.386080584E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.388235844E0,-1.069013379E-3,-4.276053514E-3,6.108647794E-4,4.449784157E-3
4.390391105E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.392546365E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.394701625E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.396856886E0,2.596175298E-3,-6.108647794E-4,-6.108647794E-4,2.736135548E-3
4.399012146E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.401167407E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.403322667E0,1.374445739E-3,-4.276053514E-3,6.108647794E-4,4.532867804E-3
4.405477927E0,1.374445739E-3,-3.054323839E-3,6.108647794E-4,3.404577945E-3
4.407633188E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.409788448E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.411943709E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.414098969E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.416254230E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.418409490E0,1.374445739E-3,-6.108647794E-4,6.108647794E-4,1.623395407E-3
4.420564750E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.422720011E0,1.527161949E-4,-1.832594397E-3,6.108647794E-4,1.937751335E-3
4.424875271E0,1.374445739E-3,-1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.427030532E0,1.527161949E-4,-5.497782957E-3,6.108647794E-4,5.533723471E-3
4.429185740E0,1.374445739E-3,-1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.431341052E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.433496313E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.435651573E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.437806782E0,1.374445739E-3,-1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.439962042E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.442117355E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.444272563E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.446427823E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.448583084E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.450738344E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.452893605E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.455048865E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.457204125E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.459359386E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.461514646E0,1.527161949E-4,-3.054323839E-3,-6.108647794E-4,3.118552890E-3
4.463669907E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.465825167E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.467980427E0,-2.290742937E-3,-6.108647794E-4,-6.108647794E-4,2.448226861E-3
4.470135688E0,2.596175298E-3,1.832594397E-3,6.108647794E-4,3.235998174E-3
4.472290948E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.474446209E0,1.374445739E-3,-6.108647794E-4,6.108647794E-4,1.623395407E-3
4.476601469E0,1.374445739E-3,-1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.478756730E0,-2.290742937E-3,-3.054323839E-3,6.108647794E-4,3.866465194E-3
4.480911990E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.483067250E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.485222511E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.487377771E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.489533032E0,1.374445739E-3,-1.832594397E-3,6.108647794E-4,2.370792925E-3
4.491688240E0,2.596175298E-3,-6.108647794E-4,-6.108647794E-4,2.736135548E-3
4.493843500E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.495998761E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.498154021E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.500309334E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.502464542E0,-2.290742937E-3,-1.832594397E-3,6.108647794E-4,2.996508169E-3
4.504619802E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.506775063E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.508930375E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.511085584E0,-2.290742937E-3,-4.276053514E-3,6.108647794E-4,4.889303902E-3
4.513240844E0,-2.290742937E-3,-3.054323839E-3,6.108647794E-4,3.866465194E-3
4.515396105E0,-1.069013379E-3,-3.054323839E-3,6.108647794E-4,3.293150391E-3
4.517551365E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.519706625E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.521861886E0,-2.290742937E-3,6.108647794E-4,6.108647794E-4,2.448226861E-3
4.524017146E0,1.374445739E-3,-4.276053514E-3,6.108647794E-4,4.532867804E-3
4.526172407E0,1.527161949E-4,1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.528327667E0,1.527161949E-4,1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.530482927E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.532638188E0,1.527161949E-4,6.108647794E-4,-1.832594397E-3,1.937751335E-3
4.534793396E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.536948709E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.539103969E0,-1.069013379E-3,-6.108647794E-4,6.108647794E-4,1.374445765E-3
4.541259230E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.543414490E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.545569750E0,1.527161949E-4,5.497782957E-3,-6.108647794E-4,5.533723471E-3
4.547725011E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.549880219E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.552035480E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.554190792E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.556346000E0,1.374445739E-3,6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.558501261E0,1.374445739E-3,-1.832594397E-3,6.108647794E-4,2.370792925E-3
4.560656521E0,1.527161949E-4,-5.497782957E-3,6.108647794E-4,5.533723471E-3
4.562811782E0,2.596175298E-3,-6.108647794E-4,6.108647794E-4,2.736135548E-3
4.564967042E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.567122302E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.569277563E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.571432823E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.573588084E0,1.374445739E-3,6.108647794E-4,-1.832594397E-3,2.370792925E-3
4.575743344E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.577898605E0,1.527161949E-4,3.054323839E-3,6.108647794E-4,3.118552890E-3
4.580053865E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.582209125E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.584364386E0,1.374445739E-3,4.276053514E-3,-1.832594397E-3,4.850993400E-3
4.586519646E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.588674907E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.590830167E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.592985427E0,-2.290742937E-3,-6.108647794E-4,-6.108647794E-4,2.448226861E-3
4.595140688E0,-1.069013379E-3,-3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.597295896E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.599451157E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.601606417E0,2.596175298E-3,1.832594397E-3,-6.108647794E-4,3.235998174E-3
4.603761677E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.605916938E0,-1.069013379E-3,3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.608072198E0,-2.290742937E-3,-1.832594397E-3,6.108647794E-4,2.996508169E-3
4.610227459E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.612382719E0,1.527161949E-4,-1.832594397E-3,-6.108647794E-4,1.937751335E-3
4.614537980E0,1.527161949E-4,1.832594397E-3,6.108647794E-4,1.937751335E-3
4.616693240E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.618848500E0,1.374445739E-3,-6.108647794E-4,6.108647794E-4,1.623395407E-3
4.621003761E0,-2.290742937E-3,-3.054323839E-3,-6.108647794E-4,3.866465194E-3
4.623159021E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.625314282E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.627469542E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.629624802E0,-1.069013379E-3,-1.832594397E-3,6.108647794E-4,2.207792473E-3
4.631780063E0,1.374445739E-3,6.108647794E-4,6.108647794E-4,1.623395407E-3
4.633935323E0,-1.069013379E-3,-1.832594397E-3,-6.108647794E-4,2.207792473E-3
4.636090584E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.638245844E0,-1.069013379E-3,1.832594397E-3,6.108647794E-4,2.207792473E-3
4.640401052E0,-1.069013379E-3,6.108647794E-4,6.108647794E-4,1.374445765E-3
4.642556365E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.644711625E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.646866834E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.649022094E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.651177355E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.653332615E0,1.527161949E-4,-3.054323839E-3,6.108647794E-4,3.118552890E-3
4.655487875E0,1.527161949E-4,1.832594397E-3,1.832594397E-3,2.596175395E-3
4.657643136E0,1.527161949E-4,-6.108647794E-4,6.108647794E-4,8.772877485E-4
4.659798396E0,1.374445739E-3,1.832594397E-3,-6.108647794E-4,2.370792925E-3
4.661953657E0,1.374445739E-3,1.832594397E-3,1.832594397E-3,2.933582372E-3
4.664108917E0,1.527161949E-4,6.108647794E-4,6.108647794E-4,8.772877485E-4
4.666264177E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.668419438E0,1.527161949E-4,6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.670574698E0,-1.069013379E-3,-6.108647794E-4,-6.108647794E-4,1.374445765E-3
4.672729959E0,1.527161949E-4,-6.108647794E-4,-6.108647794E-4,8.772877485E-4
4.674885219E0,1.374445739E-3,-6.108647794E-4,-6.108647794E-4,1.623395407E-3
4.677040480E0,-1.069013379E-3,3.054323839E-3,-6.108647794E-4,3.293150391E-3
4.679195688E0,1.374445739E-3,3.054323839E-3,-6.108647794E-4,3.404577945E-3
4.681351000E0,1.374445739E-3,1.832594397E-3,6.108647794E-4,2.370792925E-3
4.683506261E0,1.527161949E-4,1.832594397E-3,-1.832594397E-3,2.596175395E-3
4.685661521E0,1.374445739E-3,3.054323839E-3,6.108647794E-4,3.404577945E-3
4.687816782E0,2.596175298E-3,6.108647794E-4,-6.108647794E-4,2.736135548E-3
